subject,predicate,name_predicate,value_predicate,object
numerai28.6_attribute_10,propertyValue,,0.4928625,mean
numerai28.6_attribute_10,propertyValue,,0.4937625000000001,median
numerai28.6_attribute_10,propertyValue,,0.2925124999999999,std
numerai28.6_attribute_10,propertyValue,,0.0170125,skewness
numerai28.6_attribute_10,propertyValue,,-1.24925,kurtosis
numerai28.6_attribute_10,propertyValue,,0.2606375,mad
numerai28.6_attribute_10,propertyValue,,0.5190250000000001,iqr
numerai28.6_attribute_10,propertyValue,,0.006075,p_min
numerai28.6_attribute_10,propertyValue,,0.8058125000000002,p_max
numerai28.6_attribute_10,propertyValue,,0.0038374999999999,k_min
numerai28.6_attribute_10,propertyValue,,0.6130375,k_max
numerai28.6_attribute_10,propertyValue,,0.0056,s_min
numerai28.6_attribute_10,propertyValue,,0.8073250000000002,s_max
numerai28.6_attribute_10,propertyValue,,6.905375000000001,entropy
numerai28.6_attribute_10,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.0497125,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0109,uniqueness
numerai28.6_attribute_10,propertyValue,,0.0,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.4928375,mean
numerai28.6_attribute_10,propertyValue,,0.4939000000000001,median
numerai28.6_attribute_10,propertyValue,,0.2925375,std
numerai28.6_attribute_10,propertyValue,,0.0168625,skewness
numerai28.6_attribute_10,propertyValue,,-1.2487875,kurtosis
numerai28.6_attribute_10,propertyValue,,0.260375,mad
numerai28.6_attribute_10,propertyValue,,0.5186250000000001,iqr
numerai28.6_attribute_10,propertyValue,,0.006,p_min
numerai28.6_attribute_10,propertyValue,,0.8058,p_max
numerai28.6_attribute_10,propertyValue,,0.0037625,k_min
numerai28.6_attribute_10,propertyValue,,0.6131625,k_max
numerai28.6_attribute_10,propertyValue,,0.0055,s_min
numerai28.6_attribute_10,propertyValue,,0.807325,s_max
numerai28.6_attribute_10,propertyValue,,6.9056375,entropy
numerai28.6_attribute_10,propertyValue,,0.0001,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.5008,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0208,uniqueness
numerai28.6_attribute_1,propertyValue,,8.750000000000001e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5043,mean
numerai28.6_attribute_1,propertyValue,,0.5020875,median
numerai28.6_attribute_1,propertyValue,,0.2923125,std
numerai28.6_attribute_1,propertyValue,,-0.020475,skewness
numerai28.6_attribute_1,propertyValue,,-1.22475,kurtosis
numerai28.6_attribute_1,propertyValue,,0.25335,mad
numerai28.6_attribute_1,propertyValue,,0.5047375,iqr
numerai28.6_attribute_1,propertyValue,,0.0627375,p_min
numerai28.6_attribute_1,propertyValue,,0.7536375000000001,p_max
numerai28.6_attribute_1,propertyValue,,0.0432625,k_min
numerai28.6_attribute_1,propertyValue,,0.5584250000000001,k_max
numerai28.6_attribute_1,propertyValue,,0.0631375,s_min
numerai28.6_attribute_1,propertyValue,,0.7535125,s_max
numerai28.6_attribute_1,propertyValue,,6.90085,entropy
numerai28.6_attribute_1,propertyValue,,1.25e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.4501374999999999,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0189,uniqueness
numerai28.6_attribute_1,propertyValue,,5e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.503575,mean
numerai28.6_attribute_1,propertyValue,,0.5007999999999999,median
numerai28.6_attribute_1,propertyValue,,0.2920375,std
numerai28.6_attribute_1,propertyValue,,-0.01855,skewness
numerai28.6_attribute_1,propertyValue,,-1.2223,kurtosis
numerai28.6_attribute_1,propertyValue,,0.2528625,mad
numerai28.6_attribute_1,propertyValue,,0.5034,iqr
numerai28.6_attribute_1,propertyValue,,0.063875,p_min
numerai28.6_attribute_1,propertyValue,,0.753575,p_max
numerai28.6_attribute_1,propertyValue,,0.0439625,k_min
numerai28.6_attribute_1,propertyValue,,0.5583,k_max
numerai28.6_attribute_1,propertyValue,,0.0641125,s_min
numerai28.6_attribute_1,propertyValue,,0.7534375,s_max
numerai28.6_attribute_1,propertyValue,,6.901725,entropy
numerai28.6_attribute_1,propertyValue,,5e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.4002625,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0173124999999999,uniqueness
numerai28.6_attribute_1,propertyValue,,3.75e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.503275,mean
numerai28.6_attribute_1,propertyValue,,0.5003,median
numerai28.6_attribute_1,propertyValue,,0.2925,std
numerai28.6_attribute_1,propertyValue,,-0.015275,skewness
numerai28.6_attribute_1,propertyValue,,-1.226625,kurtosis
numerai28.6_attribute_1,propertyValue,,0.2533250000000001,mad
numerai28.6_attribute_1,propertyValue,,0.5063375000000001,iqr
numerai28.6_attribute_1,propertyValue,,0.063375,p_min
numerai28.6_attribute_1,propertyValue,,0.7536125,p_max
numerai28.6_attribute_1,propertyValue,,0.0436875,k_min
numerai28.6_attribute_1,propertyValue,,0.5583375,k_max
numerai28.6_attribute_1,propertyValue,,0.0636499999999999,s_min
numerai28.6_attribute_1,propertyValue,,0.7533875000000001,s_max
numerai28.6_attribute_1,propertyValue,,6.9027125,entropy
numerai28.6_attribute_1,propertyValue,,6.25e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.35045,missing_perc
numerai28.6_attribute_1,propertyValue,,0.016,uniqueness
numerai28.6_attribute_1,propertyValue,,1.25e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5040625,mean
numerai28.6_attribute_1,propertyValue,,0.5004749999999999,median
numerai28.6_attribute_1,propertyValue,,0.2921125,std
numerai28.6_attribute_1,propertyValue,,-0.0177249999999999,skewness
numerai28.6_attribute_1,propertyValue,,-1.2246625,kurtosis
numerai28.6_attribute_1,propertyValue,,0.2531624999999999,mad
numerai28.6_attribute_1,propertyValue,,0.504475,iqr
numerai28.6_attribute_1,propertyValue,,0.0634375,p_min
numerai28.6_attribute_1,propertyValue,,0.7537874999999999,p_max
numerai28.6_attribute_1,propertyValue,,0.0437125,k_min
numerai28.6_attribute_1,propertyValue,,0.5585875,k_max
numerai28.6_attribute_1,propertyValue,,0.0637875,s_min
numerai28.6_attribute_1,propertyValue,,0.7536,s_max
numerai28.6_attribute_1,propertyValue,,6.9032125,entropy
numerai28.6_attribute_1,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.2998375,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0148375,uniqueness
numerai28.6_attribute_1,propertyValue,,3.75e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.50375,mean
numerai28.6_attribute_1,propertyValue,,0.5006999999999999,median
numerai28.6_attribute_1,propertyValue,,0.2920999999999999,std
numerai28.6_attribute_1,propertyValue,,-0.0172874999999999,skewness
numerai28.6_attribute_1,propertyValue,,-1.2249375,kurtosis
numerai28.6_attribute_1,propertyValue,,0.253175,mad
numerai28.6_attribute_1,propertyValue,,0.5048374999999999,iqr
numerai28.6_attribute_1,propertyValue,,0.0621874999999999,p_min
numerai28.6_attribute_1,propertyValue,,0.7539,p_max
numerai28.6_attribute_1,propertyValue,,0.042825,k_min
numerai28.6_attribute_1,propertyValue,,0.5585125,k_max
numerai28.6_attribute_1,propertyValue,,0.0625125,s_min
numerai28.6_attribute_1,propertyValue,,0.7537250000000001,s_max
numerai28.6_attribute_1,propertyValue,,6.9039375000000005,entropy
numerai28.6_attribute_1,propertyValue,,6.25e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.2506375,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0138999999999999,uniqueness
numerai28.6_attribute_1,propertyValue,,3.75e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5036,mean
numerai28.6_attribute_1,propertyValue,,0.5004249999999999,median
numerai28.6_attribute_1,propertyValue,,0.2922,std
numerai28.6_attribute_1,propertyValue,,-0.016975,skewness
numerai28.6_attribute_1,propertyValue,,-1.225125,kurtosis
numerai28.6_attribute_1,propertyValue,,0.253125,mad
numerai28.6_attribute_1,propertyValue,,0.5047625,iqr
numerai28.6_attribute_1,propertyValue,,0.0628125,p_min
numerai28.6_attribute_1,propertyValue,,0.753825,p_max
numerai28.6_attribute_1,propertyValue,,0.0433,k_min
numerai28.6_attribute_1,propertyValue,,0.5586249999999999,k_max
numerai28.6_attribute_1,propertyValue,,0.063175,s_min
numerai28.6_attribute_1,propertyValue,,0.7536375,s_max
numerai28.6_attribute_1,propertyValue,,6.904400000000001,entropy
numerai28.6_attribute_1,propertyValue,,6.25e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.1999375,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0129874999999999,uniqueness
numerai28.6_attribute_1,propertyValue,,1.25e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5038625,mean
numerai28.6_attribute_1,propertyValue,,0.500725,median
numerai28.6_attribute_1,propertyValue,,0.2922625,std
numerai28.6_attribute_1,propertyValue,,-0.0174875,skewness
numerai28.6_attribute_1,propertyValue,,-1.22525,kurtosis
numerai28.6_attribute_1,propertyValue,,0.253125,mad
numerai28.6_attribute_1,propertyValue,,0.50515,iqr
numerai28.6_attribute_1,propertyValue,,0.0641875,p_min
numerai28.6_attribute_1,propertyValue,,0.7537500000000001,p_max
numerai28.6_attribute_1,propertyValue,,0.0442375,k_min
numerai28.6_attribute_1,propertyValue,,0.5585625,k_max
numerai28.6_attribute_1,propertyValue,,0.06455,s_min
numerai28.6_attribute_1,propertyValue,,0.7535750000000001,s_max
numerai28.6_attribute_1,propertyValue,,6.904850000000001,entropy
numerai28.6_attribute_1,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.1494375,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0122,uniqueness
numerai28.6_attribute_1,propertyValue,,1.25e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5036375000000001,mean
numerai28.6_attribute_1,propertyValue,,0.5004249999999999,median
numerai28.6_attribute_1,propertyValue,,0.29215,std
numerai28.6_attribute_1,propertyValue,,-0.0176375,skewness
numerai28.6_attribute_1,propertyValue,,-1.22405,kurtosis
numerai28.6_attribute_1,propertyValue,,0.25305,mad
numerai28.6_attribute_1,propertyValue,,0.5036,iqr
numerai28.6_attribute_1,propertyValue,,0.0634499999999999,p_min
numerai28.6_attribute_1,propertyValue,,0.7537624999999999,p_max
numerai28.6_attribute_1,propertyValue,,0.0437124999999999,k_min
numerai28.6_attribute_1,propertyValue,,0.5585749999999999,k_max
numerai28.6_attribute_1,propertyValue,,0.0637625,s_min
numerai28.6_attribute_1,propertyValue,,0.7536,s_max
numerai28.6_attribute_1,propertyValue,,6.9052125,entropy
numerai28.6_attribute_1,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.09985,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0115249999999999,uniqueness
numerai28.6_attribute_1,propertyValue,,1.25e-05,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5037750000000001,mean
numerai28.6_attribute_1,propertyValue,,0.5004749999999999,median
numerai28.6_attribute_1,propertyValue,,0.2921250000000001,std
numerai28.6_attribute_1,propertyValue,,-0.0183624999999999,skewness
numerai28.6_attribute_1,propertyValue,,-1.22435,kurtosis
numerai28.6_attribute_1,propertyValue,,0.2531,mad
numerai28.6_attribute_1,propertyValue,,0.503875,iqr
numerai28.6_attribute_1,propertyValue,,0.0633125,p_min
numerai28.6_attribute_1,propertyValue,,0.7536624999999999,p_max
numerai28.6_attribute_1,propertyValue,,0.04365,k_min
numerai28.6_attribute_1,propertyValue,,0.55835,k_max
numerai28.6_attribute_1,propertyValue,,0.06365,s_min
numerai28.6_attribute_1,propertyValue,,0.753475,s_max
numerai28.6_attribute_1,propertyValue,,6.905612499999999,entropy
numerai28.6_attribute_1,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_1,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_1,propertyValue,,0.0500875,missing_perc
numerai28.6_attribute_1,propertyValue,,0.0109,uniqueness
numerai28.6_attribute_1,propertyValue,,0.0,min
numerai28.6_attribute_1,propertyValue,,1.0,max
numerai28.6_attribute_1,propertyValue,,0.5037,mean
numerai28.6_attribute_1,propertyValue,,0.5004999999999998,median
numerai28.6_attribute_1,propertyValue,,0.2922125,std
numerai28.6_attribute_1,propertyValue,,-0.0174125,skewness
numerai28.6_attribute_1,propertyValue,,-1.2247125,kurtosis
numerai28.6_attribute_1,propertyValue,,0.2530999999999999,mad
numerai28.6_attribute_1,propertyValue,,0.5046125,iqr
numerai28.6_attribute_1,propertyValue,,0.0624999999999999,p_min
numerai28.6_attribute_1,propertyValue,,0.7538250000000001,p_max
numerai28.6_attribute_1,propertyValue,,0.0431,k_min
numerai28.6_attribute_1,propertyValue,,0.5584625000000001,k_max
numerai28.6_attribute_1,propertyValue,,0.062825,s_min
numerai28.6_attribute_1,propertyValue,,0.7536375,s_max
numerai28.6_attribute_1,propertyValue,,6.905875,entropy
numerai28.6_attribute_1,propertyValue,,0.0001,density
numerai28.6_attribute_20,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_20,propertyValue,,0.5010249999999999,missing_perc
numerai28.6_attribute_20,propertyValue,,0.0208124999999999,uniqueness
numerai28.6_attribute_20,propertyValue,,0.000975,min
numerai28.6_attribute_20,propertyValue,,1.0,max
numerai28.6_attribute_20,propertyValue,,0.4999375000000001,mean
numerai28.6_attribute_20,propertyValue,,0.5081374999999999,median
numerai28.6_attribute_20,propertyValue,,0.286675,std
numerai28.6_attribute_20,propertyValue,,0.0028875,skewness
numerai28.6_attribute_20,propertyValue,,-1.1808875,kurtosis
numerai28.6_attribute_20,propertyValue,,0.24425,mad
numerai28.6_attribute_20,propertyValue,,0.498925,iqr
numerai28.6_attribute_20,propertyValue,,0.001525,p_min
numerai28.6_attribute_20,propertyValue,,0.8068125,p_max
numerai28.6_attribute_20,propertyValue,,0.00095,k_min
numerai28.6_attribute_20,propertyValue,,0.614075,k_max
numerai28.6_attribute_20,propertyValue,,0.0014625,s_min
numerai28.6_attribute_20,propertyValue,,0.8083874999999999,s_max
numerai28.6_attribute_20,propertyValue,,6.900775,entropy
numerai28.6_attribute_20,propertyValue,,2.5e-05,density
numerai28.6_attribute_20,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_20,propertyValue,,0.4510999999999999,missing_perc
numerai28.6_attribute_20,propertyValue,,0.018925,uniqueness
numerai28.6_attribute_20,propertyValue,,0.00065,min
numerai28.6_attribute_20,propertyValue,,1.0,max
numerai28.6_attribute_20,propertyValue,,0.500025,mean
numerai28.6_attribute_20,propertyValue,,0.507825,median
numerai28.6_attribute_20,propertyValue,,0.2868124999999999,std
numerai28.6_attribute_20,propertyValue,,-0.0005375,skewness
numerai28.6_attribute_20,propertyValue,,-1.1827375,kurtosis
numerai28.6_attribute_20,propertyValue,,0.2448125,mad
numerai28.6_attribute_20,propertyValue,,0.49955,iqr
numerai28.6_attribute_20,propertyValue,,0.0018624999999999,p_min
numerai28.6_attribute_20,propertyValue,,0.8055,p_max
numerai28.6_attribute_20,propertyValue,,0.0014125,k_min
numerai28.6_attribute_20,propertyValue,,0.6127625,k_max
numerai28.6_attribute_20,propertyValue,,0.0019125,s_min
numerai28.6_attribute_20,propertyValue,,0.8069249999999999,s_max
numerai28.6_attribute_20,propertyValue,,6.901787499999999,entropy
numerai28.6_attribute_20,propertyValue,,5e-05,density
numerai28.6_attribute_20,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_20,propertyValue,,0.400425,missing_perc
numerai28.6_attribute_20,propertyValue,,0.0173499999999999,uniqueness
numerai28.6_attribute_20,propertyValue,,0.000325,min
numerai28.6_attribute_20,propertyValue,,1.0,max
numerai28.6_attribute_20,propertyValue,,0.5004124999999999,mean
numerai28.6_attribute_20,propertyValue,,0.5080999999999999,median
numerai28.6_attribute_20,propertyValue,,0.2869,std
numerai28.6_attribute_20,propertyValue,,-0.0008749999999999,skewness
numerai28.6_attribute_20,propertyValue,,-1.1837625,kurtosis
numerai28.6_attribute_20,propertyValue,,0.24445,mad
numerai28.6_attribute_20,propertyValue,,0.4996125,iqr
numerai28.6_attribute_20,propertyValue,,0.0019625,p_min
numerai28.6_attribute_20,propertyValue,,0.8052875,p_max
numerai28.6_attribute_20,propertyValue,,0.00125,k_min
numerai28.6_attribute_20,propertyValue,,0.6125999999999999,k_max
numerai28.6_attribute_20,propertyValue,,0.0019124999999999,s_min
numerai28.6_attribute_20,propertyValue,,0.8067874999999999,s_max
numerai28.6_attribute_20,propertyValue,,6.9028125,entropy
numerai28.6_attribute_20,propertyValue,,7.500000000000001e-05,density
numerai28.6_attribute_20,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_20,propertyValue,,0.3495499999999999,missing_perc
numerai28.6_attribute_20,propertyValue,,0.015975,uniqueness
numerai28.6_attribute_20,propertyValue,,0.0,min
numerai28.6_attribute_20,propertyValue,,1.0,max
numerai28.6_attribute_20,propertyValue,,0.499475,mean
numerai28.6_attribute_20,propertyValue,,0.507625,median
numerai28.6_attribute_20,propertyValue,,0.2867875,std
numerai28.6_attribute_20,propertyValue,,0.0028624999999999,skewness
numerai28.6_attribute_20,propertyValue,,-1.1827625,kurtosis
numerai28.6_attribute_20,propertyValue,,0.2446124999999999,mad
numerai28.6_attribute_20,propertyValue,,0.5001625000000001,iqr
numerai28.6_attribute_20,propertyValue,,0.0012,p_min
numerai28.6_attribute_20,propertyValue,,0.8057625,p_max
numerai28.6_attribute_20,propertyValue,,0.0007875,k_min
numerai28.6_attribute_20,propertyValue,,0.6131125,k_max
numerai28.6_attribute_20,propertyValue,,0.0012,s_min
numerai28.6_attribute_20,propertyValue,,0.8072874999999998,s_max
numerai28.6_attribute_20,propertyValue,,6.9033500000000005,entropy
numerai28.6_attribute_20,propertyValue,,0.0001,density
numerai28.6_attribute_20,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_20,propertyValue,,0.3004,missing_perc
numerai28.6_attribute_20,propertyValue,,0.0148499999999999,uniqueness
numerai28.6_attribute_20,propertyValue,,0.000975,min
numerai28.6_attribute_20,propertyValue,,1.0,max
